,X.1,Year,Name,Age,Team,Position,MPG,FGM3,FGA3,FGM2,FGA2,FTM,FTA,Offensive_Rebounds,Defensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Fouls,Points,X,EST_Points,EST_FTM,EST_FTA,EST_FGM2,EST_FGA2,EST_FGM3,EST_FGA3,EST_MPG,EST_Offensive_Rebounds,EST_Defensive_Rebounds,EST_Total_Rebounds,EST_Assists,EST_Steals,EST_Blocks,EST_Turnovers,EST_Fouls,ESPN_Fantasy_Score,EST_ESPN_Fantasy_Score,Yahoo_Fantasy_Score,EST_Yahoo_Fantasy_Score,Likelihood
465,464,2022,Robert Williams,24,BOS,C,29.2,0,0,4.4,5.9,1.1,1.6,3.8,5.3,9.1,1.7,0.8,2.1,1.2,2.1,9.9,383,7.811341785,0.975224242,1.427994843,3.301289469,4.727669482,0.1602653,0.407454198,18.21741177,2.055814836,3.875001287,5.930816123,1.611461662,0.733535685,1.438396239,0.91889611,1.825439957,34,25.31049727,30.87,22.94241329,0.00993298
466,465,2022,James Harden,32,BRK,PG,36.8,2.4,7.3,4.1,8.5,7.1,8.1,0.9,7.1,8,9.9,1.4,0.8,4.7,2.4,22.6,363,25.37668248,6.549617376,7.496260474,4.839164133,8.718232104,3.13505195,8.365784914,33.58242233,0.753665597,6.209308557,6.962974154,9.439182592,1.265275314,0.698733674,4.129559188,2.342108894,48.4,51.86776339,48.95,49.65349313,0.989068217
467,466,2022,Grayson Allen,26,MIL,SG,28.4,2.7,7,1.4,2.9,0.9,1.1,0.4,3,3.4,1.3,0.8,0.4,0.6,1.4,11.9,309,9.792172599,1.377450824,1.490576559,1.311439311,2.672482218,1.90381549,5.145737292,22.66817639,0.411675605,2.50522219,2.916897795,1.845697157,0.623185469,0.203640596,0.958510503,1.428229684,22.3,18.19372781,20.93,17.58296338,0.003874092
468,467,2022,Emanuel Terry,25,PHO,PF,6,0,0,0,1.7,0,0,2.7,2.3,5,0.7,0.3,0,1.7,1.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,6.25,NA,0.000115677
469,468,2022,Trae Young,23,ATL,PG,34.6,2.7,7.3,6.7,13.5,6.1,6.8,0.7,3.2,3.9,9.4,0.9,0.1,4.1,1.7,27.6,251,26.17704617,7.216934869,8.243956156,5.704286028,11.28834203,2.572336105,7.115824792,33.37917263,0.655840614,3.576355633,4.232196247,9.156752774,0.926391342,0.251799581,4.133451333,1.832499071,46.1,44.86300125,45.28,44.39193226,0.923583665
470,469,2022,Trey Burke,29,DAL,PG,13.1,0.8,2.5,2,4,0.8,0.9,0.1,1.1,1.2,2.1,0.5,0,0.8,1.1,7.1,352,7.221057731,0.796022409,0.918665378,1.862974794,3.688288728,1.01369228,2.754212586,15.34154606,0.312157844,0.905951012,1.218108856,1.942379958,0.570939239,0.159799614,0.605445932,1.128879977,12.7,14.2378722,12.39,13.18312892,0.000138865
471,470,2022,Markieff Morris,32,MIA,PF,18.7,0.8,2.2,2.4,4.8,0.5,0.5,1.3,1.5,2.8,1.4,0.3,0.1,1.2,2.2,7.7,199,6.477201844,0.523271578,0.741065505,1.375222453,2.730180353,1.133765571,3.335013537,17.72628546,0.599955382,3.024794361,3.624749743,1.064435911,0.397915114,0.278925603,0.784437739,1.745480443,12.7,13.2380646,13.16,13.66963981,0.000576107
472,471,2022,Jeremiah Robinson-Earl,21,OKC,C,22.8,1.1,3.3,1.5,3.1,0.7,1.1,1.7,3.9,5.6,0.9,0.5,0.3,0.8,1.6,7.2,6,7.274816767,1.029991294,1.458935346,2.327799399,4.547392475,0.616522306,2.026153278,18.12207301,1.109357898,2.409183101,3.518540999,1.766082868,0.639252659,0.276194559,1.024678325,1.607853086,15.7,15.44063164,16.87,15.8678536,5.52E-05
473,472,2022,David Duke Jr.,22,BRK,PG,20.1,0.6,2.1,1.8,4.4,1.2,1.4,2.2,2.5,4.7,1.1,0.6,0.5,0.7,2.3,6.6,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,16.49,NA,0.000710887
474,473,2022,Brandon Clarke,25,MEM,PF,18,0.1,0.5,4,5.9,1.2,1.8,1.9,3.2,5.1,1.4,0.4,1.1,0.5,1.6,9.6,120,11.39839969,1.530583198,2.076191142,4.030585767,6.841973805,0.521409639,1.726421092,24.35822258,1.554772462,4.235734655,5.790507117,1.708063659,0.866766376,0.842718694,0.780510636,1.623286596,23.8,26.39335074,21.82,25.25704829,0.006386407
475,474,2022,Kai Jones,21,CHO,C,2.8,0,0.1,0.3,0.4,0.1,0.3,0.1,0.4,0.5,0.2,0,0,0.4,0.2,0.8,36,4.493927881,0.5460256,0.73528686,1.161190222,2.159582253,0.236516227,0.853412702,14.4096651,0.632024426,1.547336112,2.179360538,0.28180652,0.365740871,0.350259203,0.544743328,1.507456239,0.8,8.841088009,1.3,9.135127201,2.89E-06
476,475,2022,Immanuel Quickley,22,NYK,PG,22.6,1.8,5.2,1.7,3.8,1.7,1.9,0.3,2,2.3,2.7,0.6,0.1,1.2,2.2,10.5,61,11.23435839,2.316749161,2.656073192,2.039083402,4.615471979,1.780375649,4.676863824,20.63600795,0.554934952,2.148200919,2.703135871,1.964351243,0.567145922,0.27388651,0.924309291,1.807514466,18.2,19.16934181,18.21,19.0234363,0.000718041
477,476,2022,Rayjon Tucker,24,DEN,SG,9.7,0.3,0.7,0,0,1,1.3,0.3,1,1.3,1.3,0.3,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,6.41,NA,9.19E-06
478,477,2022,Buddy Hield,29,SAC,SG,29.3,3.6,9.3,1.6,3.7,1.6,1.8,0.7,3.2,3.9,2,0.9,0.3,1.5,2,15.4,149,15.54378804,1.09874667,1.297956396,1.71560777,3.713557911,3.758121795,9.668359518,30.21664553,0.429270783,3.872807314,4.302078097,3.176835094,0.784203374,0.283950507,1.776061248,2.165406278,25.9,28.04448312,25.18,26.89993479,0.003145044
479,478,2022,Robert Covington,31,POR,PF,28.2,1.7,4.7,1,1.9,0.4,0.4,0.8,4.4,5.2,1.1,1.4,1.2,1.1,2.5,7.5,374,7.926001379,0.599469616,0.7913987,1.121459827,2.298911292,1.96897711,5.330856563,28.11443355,0.783222691,5.24585305,6.029075741,1.381317857,1.277410176,1.026775029,0.917404721,2.54198501,23.6,24.42779826,22.09,23.22801995,0.00019862
480,479,2022,Kemba Walker,31,NYK,PG,27.3,2.4,6,2.3,5.4,1.8,2.1,0.5,3.1,3.6,3.6,0.8,0.2,1.4,1.2,13.6,388,16.63290385,2.660851944,2.993540383,3.11916732,6.251180879,2.885161646,7.759773301,27.94167111,0.376187169,2.986566858,3.362754027,4.387301545,0.939626026,0.308663881,1.704453212,1.324297186,25.7,30.90469113,24.92,29.28957751,0.006323375
481,480,2022,Jarrett Allen,23,CLE,C,32.6,0,0.2,6.8,9.6,3,4.3,3.3,7.7,11,1.8,0.9,1.4,1.9,1.8,16.8,413,13.42676696,3.117906944,4.475233045,4.673495941,7.531806824,0.307381149,0.799550813,28.749622,2.944314689,6.673847581,9.61816227,1.832613167,0.587031052,1.297528148,1.439635594,1.877848628,39.3,31.94957277,37.7,31.93152344,0.358865969
482,481,2022,Goga Bitadze,22,IND,C,7.7,0.2,1.3,0.7,1.4,0.6,0.9,0.9,1.1,2,0.1,0.4,0.5,0.3,1.4,2.5,138,5.883694719,0.999832928,1.36961105,1.459672464,2.529614701,0.472502694,1.95076879,13.40704318,1.064930541,1.897289799,2.962220341,0.663385827,0.298834723,1.015478071,0.389095695,1.785926313,6.7,14.1384379,7.45,13.98728056,2.16E-06
483,482,2022,Facundo Campazzo,30,DEN,PG,22.2,1.2,3.6,1,2.1,1.2,1.4,0.4,1.8,2.2,4.2,1.2,0.5,1.3,2.2,6.8,517,5.972060836,1.218443507,1.406559973,0.763575901,1.739496854,1.183931524,3.201453488,20.64701904,0.306219927,1.759566478,2.065786405,3.536693798,1.044100147,0.215897653,1.125858489,1.799457881,21.3,17.84938863,19.54,16.41018013,0.000485708
484,483,2022,Steven Adams,28,MEM,C,25.5,0,0,2.6,4.9,1.7,2.8,4.3,5,9.3,3,0.9,0.6,1.6,1.7,7,161,8.765861652,1.284267594,2.460326918,3.425743727,5.466678071,0.147720276,0.445015747,27.1259521,3.311813472,5.375962605,8.687776077,1.951952437,0.841336182,0.803294923,1.343149359,1.978373742,24.3,25.45666345,25.56,25.70986556,0.011459825
485,484,2022,Josh Hart,26,NOP,PF,32.9,1,3,3.7,6.3,2.6,3.4,1.3,6,7.3,4.4,0.9,0.3,2,3,13.1,187,10.33513607,1.421353112,1.857778947,2.144352044,3.651473077,1.67228444,4.867461262,28.17101256,1.104220012,6.344135011,7.448355023,1.985061102,0.894309169,0.439053229,1.052657864,2.293088734,30.3,25.3319444,30.06,25.19818308,0.007475599
486,485,2022,Naz Reid,22,MIN,C,16.5,0.8,2.5,2.4,4.6,1.5,2.1,1.5,2.5,4,0.7,0.5,1,1,2.3,8.8,444,11.42374006,1.660287841,2.450164441,3.306376268,5.670785051,1.106090421,2.978309685,19.40119063,1.172085335,3.348146415,4.52023175,1.407840441,0.566348558,0.888304359,0.952458074,2.437078976,17.7,23.16540068,18.15,22.3712795,0.000361358
487,486,2022,Cedi Osman,26,CLE,SF,23.2,2.2,5.7,1.8,3.3,1.2,1.8,0.5,2.2,2.7,1.7,1.1,0.3,0.9,1.9,11.4,316,10.2308076,1.234864924,1.581975311,1.972690136,4.242884245,1.795936295,5.419203647,24.63348487,0.628188229,2.806480564,3.434668793,2.644225863,0.785262862,0.192159749,1.294174716,2.017109847,21.9,19.59926001,20.49,19.95684206,0.00213254
488,487,2022,Terence Davis,24,SAC,SG,16.2,1.4,4.4,1.9,3.5,0.9,1.2,0.3,2.5,2.8,1.1,0.7,0.4,1.1,2.2,8.8,512,8.390478077,0.744327618,0.888559125,1.631569369,3.042799829,1.529146449,4.267426958,17.49573386,0.425350215,2.36862981,2.793980025,1.461528312,0.609157202,0.230121147,0.932491334,1.662048555,15.8,15.99576525,16.01,15.52089029,9.76E-05
489,488,2022,Omer Yurtseven,23,MIA,C,15.6,0,0.2,2.6,5.1,0.9,1.4,1.8,4.8,6.6,1.2,0.5,0.5,1,1.8,6.2,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,NA,17.92,NA,0.001200512
490,489,2022,Admiral Schofield,24,ORL,SF,15.9,0.6,1.8,1.4,1.9,0,0.1,0.5,2.8,3.3,0.9,0.1,0.3,0.8,1.9,4.6,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,10.31,NA,1.87E-06
491,490,2022,Harrison Barnes,29,SAC,PF,33.5,2.1,5,3,6.2,4,4.9,1.2,5.1,6.3,2.4,0.7,0.2,1.7,1.3,16.3,320,13.96897669,2.815739019,3.333870161,3.208435554,5.749308888,1.544833181,4.175660147,31.70406965,0.878181818,4.600809065,5.478990883,2.900839255,0.587268826,0.158465174,1.385776844,1.3273701,27.8,26.06929887,28.46,25.74644979,0.010254909
492,491,2022,Derrick White,27,SAS,SG,30.5,1.5,5.2,3.5,6.6,2.9,3.3,0.5,3,3.5,5.5,1.2,0.9,1.6,2.2,14.5,324,13.85665799,2.516796186,2.964314573,2.456204391,4.967932981,1.986357201,6.011484963,26.96794906,0.39574714,2.585442804,2.981189944,3.266893369,0.672277169,0.856388372,1.281472092,2.148941528,33.5,26.36789671,31.65,25.63895051,0.008142358
493,492,2022,Jonas Valančiūnas,29,NOP,C,31.6,1,2.4,6,11.1,3.4,4.1,3.5,8.7,12.2,2.4,0.5,0.9,2.4,3.1,18.5,372,16.66982467,2.194592847,2.920332579,6.22558212,10.17192949,0.527831824,1.477481699,27.10755828,3.450130975,7.871405575,11.32153655,1.578623173,0.550207276,0.954605638,1.51097985,2.598486605,37.1,35.80540831,38.54,35.62706218,0.170087302
494,493,2022,Michael Porter Jr.,23,DEN,SF,29.4,1.1,5.3,3,6.1,0.6,1,1,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9,459,18.26922482,1.88314902,2.39199111,4.475337919,7.399595591,2.433672307,5.767825845,28.63181148,1.407854462,5.323801009,6.731655471,1.515120953,0.700958156,0.763599343,1.244770122,1.992016237,20.4,33.97524118,23.27,31.76879519,0.002185569
495,494,2022,Cory Joseph,30,DET,PG,22.3,0.9,2.1,1.7,3.5,1.5,1.8,0.3,1.8,2.1,3.7,0.8,0.2,1.4,1.8,7.5,186,7.170016141,0.844592097,1.073645903,2.056674224,3.984713388,0.76231895,2.192380874,21.53213037,0.553703585,1.809951305,2.36365489,3.351110061,0.784068651,0.252412763,1.193209652,1.834740908,18.4,17.98955474,17.17,16.94930169,2.57E-05
496,495,2022,Raul Neto,29,WAS,PG,20.4,0.4,1.7,2.7,5.2,1.2,1.6,0.2,1.9,2.1,2.7,0.7,0,1.2,1.6,7.7,360,7.961917219,1.092795336,1.235708764,1.979899832,3.776054331,0.990910102,2.520491955,18.93803298,0.376519168,1.935701776,2.312220944,2.522579048,0.75779194,0.111743431,0.906193531,1.481503039,14.9,17.47812094,15.17,16.22286351,0.000246692
497,496,2022,Eric Gordon,33,HOU,SG,29.2,2.4,5.3,2.8,5,2.1,2.8,0.2,1.5,1.7,3.3,0.6,0.4,2.2,1.1,14.9,239,15.90530809,2.779767824,3.384640755,2.683382333,4.993091398,2.67107848,7.901574578,26.636732,0.246199103,1.902089581,2.148288684,2.352098109,0.506755403,0.382000311,1.605096956,1.658691242,24.6,22.98308314,22.69,23.07257186,0.000654852
498,497,2022,Mitchell Robinson,23,NYK,C,24.9,0,0,3.4,4.3,1.2,2.2,3.4,4.7,8.1,0.4,0.5,1.6,0.8,2.7,8,294,8.684043509,1.072233266,1.945705955,3.843873556,5.742923577,0.153803218,0.35822804,26.17572623,3.165549538,4.273597866,7.439147404,0.660657108,1.00213219,1.620621456,0.696794009,2.697757412,25.2,27.71646416,23.82,25.77347298,0.001488945
499,498,2022,Ben McLemore,28,POR,SG,16.4,2.2,5.3,0.8,1.5,0.6,0.8,0.3,1,1.3,0.8,0.4,0.1,0.6,1.4,8.8,400,7.494508384,0.580117497,0.845278567,0.93952127,1.967240809,1.884099844,5.273391972,17.73304234,0.336299693,1.821602203,2.157901896,0.761490245,0.460906927,0.215947382,0.662824762,1.809571034,13.7,12.5827067,12.46,12.59396419,3.90E-05
500,499,2022,Jared Harper,24,NOP,PG,5,0.5,1,1,2.5,0,0,0.5,0,0.5,1.5,0,0.5,0.5,1,3.5,503,3.18680955,0.597837467,0.757328727,0.809290544,1.7727581,0.317485823,1.017891399,7.329717806,0.251577459,0.98791893,1.239496389,0.301229432,0.203198622,0.195346361,0.446578928,0.610609552,8,5.350684677,7.35,5.875105386,4.79E-06
501,500,2022,Cassius Winston,23,WAS,PG,3.5,0,1,0,0,1,1,0,0,0,1,0,0,0.5,0,1,86,3.898446861,0.57753395,0.786018129,0.85077947,1.674397885,0.610527634,1.274550652,9.589415095,0.222521484,1.253868727,1.476390211,1.197745754,0.252382716,0.109096884,0.534400137,0.864528696,1,8.523155832,2,8.016772408,3.37E-06
502,501,2022,Wendell Carter Jr.,22,ORL,C,29.4,1.2,3.8,3.7,6.4,2,2.7,2.2,8.1,10.3,2.7,0.7,0.6,1.6,2.8,13.1,366,13.15485737,2.807302711,3.72750061,4.379699845,8.041278694,0.487815884,1.474608464,27.50917121,2.47084164,6.016623745,8.487465385,2.273240401,0.763809088,0.864038111,1.642043042,2.898314752,30.9,29.20286855,31.81,29.99117499,0.001644416
503,502,2022,Shake Milton,25,PHI,PG,24.7,0.9,2.9,3.1,6.5,1.5,1.8,0.5,2.5,3,2.8,0.7,0.4,1.1,2.1,10.5,153,13.52143067,2.264066166,2.870636903,3.648227979,7.258193893,1.352237766,3.618618775,24.01185096,0.560073776,2.093415896,2.653489672,3.358544709,0.61097157,0.326107052,1.665398514,2.111388548,20.5,23.17931307,20.5,22.88927269,0.002629995
504,503,2022,Max Strus,25,MIA,SF,22.9,2.7,6.3,1.4,2.3,0.9,1.1,0.4,3,3.4,1.2,0.3,0.1,0.7,1.5,11.7,427,6.220188793,0.55308029,0.76888266,1.286855038,1.73968419,1.101996702,3.464078117,13.240233,0.25727855,0.948117331,1.205395881,0.63188114,0.292574003,0.123885585,0.20772822,1.080390595,19.8,10.39986437,18.08,9.656136104,0.003476857
505,504,2022,Gabe Vincent,25,MIA,PG,21.3,1.6,4.3,1.4,2.7,0.7,0.9,0.4,1.5,1.9,2.8,0.8,0.2,1.4,2.1,8.5,532,5.026448114,0.40620846,0.548339043,1.030734167,2.173469619,0.975133655,3.259746222,13.94307483,0.194740119,1.025772989,1.220513108,1.156999129,0.493899878,0.063535185,0.489368589,1.365034921,17.6,9.223485429,16.58,9.409499137,0.001255266
506,505,2022,Reggie Jackson,31,LAC,SG,31.6,2.5,7.6,3.6,8.5,1.5,1.8,0.5,2.9,3.4,3.9,0.7,0.1,2.2,1.9,16.4,368,10.9839766,1.204917044,1.414409692,2.436774936,5.040998368,1.811146765,4.340311553,22.99149766,0.35250681,2.384243482,2.736750292,3.657883744,0.581554833,0.137401029,1.355944056,1.804269332,24.7,21.91661731,26.53,20.5558261,0.018013655
507,506,2022,Blake Griffin,32,BRK,PF,18.8,0.6,2.7,1.6,3.1,1.1,1.6,1.1,3.3,4.4,1.9,0.5,0.3,0.4,2,5.9,416,11.97402809,2.27228945,2.923495037,2.661814176,5.299186579,1.431530177,4.640530663,25.07788215,0.799319192,4.01767478,4.816993972,3.237086518,0.602038869,0.314401993,1.572758513,2.023976211,15.2,22.81273757,16.03,23.78661471,0.000579871
508,507,2022,Kyrie Irving,29,BRK,PG,32,1.3,4.3,6,11.7,1.7,1.7,0.3,4.7,5,3.7,1.3,0.7,2.3,1.7,17.7,NA,26.52881416,3.819020219,4.143627704,7.080715478,12.65657505,2.816569092,7.09914253,32.91050957,1.034331,3.639207858,4.673538858,6.048288128,1.246575625,0.555474792,2.468990402,2.351528328,33.4,48.09996331,32.95,44.14665383,0.243062778
509,508,2022,Brad Wanamaker,32,TOT,PG,13.9,0.2,0.7,1,2.6,1,1.1,0.3,1.4,1.7,2.4,0.3,0.3,1,2,3.6,272,4.063751488,1.08689145,1.127316762,0.894473121,1.958101666,0.263088675,1.191410971,13.979999,0.164846513,0.884034357,1.04888087,1.964928298,0.526421203,0.117428981,0.707491512,1.341724861,9.7,9.591180984,10.04,9.493860019,NA
510,509,2022,Darius Bazley,21,OKC,PF,26.3,1,3.5,2.4,5.1,1.3,2,1.1,5.2,6.3,1.1,0.7,1.3,1.4,0.9,9.1,114,13.66736445,2.273138872,3.08647827,3.531008869,7.105821442,1.485729013,5.037469545,29.14959175,0.968113609,5.733414284,6.701527893,1.890875915,0.58872135,0.637104128,1.757969774,1.32109799,21.3,24.10058093,22.91,26.46501845,0.000328858
511,510,2022,Jake Layman,27,MIN,SF,8.6,0.2,1.3,0.7,1.2,0.3,0.4,0.2,1.1,1.3,0.3,0.3,0.2,0.4,0.4,2.4,312,5.649783569,0.723145114,0.962174523,1.51010078,2.52208072,0.665537391,2.125301591,15.19571934,0.419000578,1.415983626,1.834984204,0.799445037,0.549827093,0.306085131,0.632752917,1.328764262,4.9,11.37220292,5.51,10.98591592,5.09E-06
512,511,2022,Aaron Nesmith,22,BOS,SF,10.4,0.5,2.2,0.7,1.1,0.3,0.3,0.3,1.3,1.6,0.4,0.3,0.1,0.6,1.3,3.2,92,5.832186817,0.739739946,0.901149369,1.298545223,2.406718485,0.998092118,2.549750466,17.05615762,0.732844003,2.564280936,3.297124939,0.720847872,0.40024861,0.295746169,0.598557743,1.835748233,5.6,12.63135956,6.32,12.35943515,8.63E-06
513,512,2022,Dwight Powell,30,DAL,C,20.5,0.3,0.7,2.5,3.7,1.4,2,2,2.6,4.6,1.1,0.5,0.4,0.7,2.3,7.2,342,6.774620791,1.608028182,2.059876545,2.377868544,3.55280795,0.20621321,0.657512197,17.61573527,1.372404752,2.7312303,4.103635052,1.341203703,0.642568832,0.500383643,0.754343382,2.134168689,17.1,17.33599459,16.37,16.38530245,0.000352812
514,513,2022,Marquese Chriss,24,DAL,PF,11.8,0.5,1.1,2.3,3.4,0.7,1.2,0.8,3.1,3.9,0.3,0.2,0.3,0.9,2.8,6.8,154,8.951692644,1.531257603,2.417867281,2.900629076,5.741681493,0.6161677,2.619842285,17.00048022,1.578906396,4.763024502,6.341930898,1.657382911,0.403355946,0.999055035,1.261113103,1.845447766,12.6,20.09743488,12.53,21.99420393,0.000154895
515,514,2022,Solomon Hill,30,ATL,PF,10.7,0.2,1,0.1,0.5,0,0,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,220,3.978375892,0.304523117,0.389734698,0.486938837,1.182344979,0.994484441,2.922543967,19.16732984,0.465895695,2.167556475,2.63345217,1.215089125,0.609539396,0.173710982,0.553018506,1.476112879,5.3,10.83620128,5.51,10.75788481,1.94E-06
516,515,2022,Charles Bassey,21,PHI,PF,7.6,0,0.2,1.3,1.8,0.4,0.6,0.9,1.9,2.8,0.3,0.2,0.8,0.4,1.4,3.1,39,4.545731256,0.67795808,0.795824743,1.44663723,2.584187215,0.284162155,0.969041848,10.68891604,0.764671184,1.80051192,2.565183104,0.14514849,0.135302924,0.668004462,0.212389317,1.077128333,10.1,10.26432745,9.51,10.03920656,4.60E-05
517,516,2022,Maxi Kleber,30,DAL,PF,25.2,1.7,4.6,0.8,1.6,0.7,1,1.1,5,6.1,1,0.4,0.9,0.7,2.3,7.6,224,7.539557675,0.775970121,0.817042199,1.078155218,1.997999245,1.603366467,4.081100597,24.16753747,0.969196903,3.766241809,4.735438712,1.498917088,0.441935896,0.788734963,0.71556361,1.976628148,19.7,19.6106247,19.62,18.44690873,0.000867425
518,517,2022,McKinley Wright IV,23,MIN,PG,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,3.28E-06
519,518,2022,Gary Payton II,29,GSW,PG,16.7,0.7,1.8,2.5,3.3,0.6,1,1.1,2.5,3.6,0.8,1.4,0.2,0.5,1.7,7.8,270,2.858530331,0.324400897,0.440967548,0.962037165,1.315473544,0.333742676,0.877375771,7.310645004,0.350036286,1.175141792,1.525178078,0.542753122,0.645268701,0.162717683,0.127376693,1.174037021,20,9.062293195,17.62,7.799456167,0.001899893
520,519,2022,Spencer Dinwiddie,28,WAS,PG,30.3,1.6,5.1,2.9,6.4,2.7,3.4,0.8,3.9,4.7,5.7,0.6,0.2,1.6,2.5,13.5,392,9.650860572,2.670137168,2.995812365,1.952710351,3.9792825,1.115011771,3.1898654,22.08013483,0.233635433,3.892418412,4.126053845,4.018032805,0.621495783,0.294866283,1.657109939,1.784818911,28,21.91984133,28.49,21.72115065,0.024328674
521,520,2022,Jericho Sims,23,NYK,PF,6.5,0,0,0.5,0.6,0.2,0.3,0.6,1.1,1.7,0.1,0.2,0.4,0.2,0.5,1.2,29,-0.605252255,-0.117877855,-0.039800231,0.137803406,0.062403955,-0.14110442,-0.376621785,4.852480733,0.263136274,0.734759238,0.997895512,-0.611444251,-0.001015383,0.140799076,0.023398953,0.578954412,5.4,-0.229474621,4.99,0.071008109,4.51E-06
522,521,2022,Scottie Lewis,21,CHO,SG,3.5,0,0,0,0,0.5,1,0,0,0,0.5,0.5,0,0,0,0.5,16,0.280991657,0.042728328,0.03716051,-0.095322561,-0.25617799,-0.093540185,0.019232954,4.630299081,0.064337315,0.2353324,0.299669715,-0.204911091,0.33265677,0.182000629,0.011926199,0.699887358,3,1.976863565,2.75,1.865274677,2.66E-06
523,522,2022,Isaiah Jackson,20,IND,PF,5,0,0,0.7,1.6,0.4,0.7,0.5,1.1,1.6,0,0.2,0.4,0.1,0.8,1.8,48,4.146945798,0.547556121,0.786065528,0.728064448,1.778313146,0.40755314,1.301538222,13.38342858,0.182497185,1.10441739,1.286914575,0.70424094,0.262476041,0.173537685,0.671832004,1.070414985,5.1,6.60316069,5.42,7.383813872,1.24E-06
524,523,2022,Bam Adebayo,24,MIA,C,32.9,0,0.1,7,13.4,4.7,6.2,2.7,7.4,10.1,3.2,1.1,0.3,2.9,3.3,18.7,330,18.71419542,4.154357096,5.333560055,6.86248137,12.00418488,0.221213255,0.695299494,33.10680797,2.115425393,6.70254972,8.817975113,5.032647633,1.107645606,1.034276197,2.571497019,2.336730217,34,41.53207415,36.92,40.6990054,0.608508988
525,524,2022,Nik Stauskas,28,MIA,SG,12,1,2,0.5,2,1.5,2,0.5,1,1.5,0.5,0,0,0,0.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,8.05,NA,9.40E-05
526,525,2022,Duncan Robinson,27,MIA,SG,28,3.1,8.6,0.9,1.7,0.7,0.8,0.4,2.9,3.3,1.5,0.6,0.2,0.7,2.6,11.7,255,12.25380991,0.804642475,0.947072719,0.919220915,1.495188559,3.303375308,8.086238571,28.20955901,0.09209923,2.992451414,3.084550644,1.445337854,0.495366116,0.268312848,0.826851049,2.142100171,20.5,21.6547604,19.61,19.58746331,0.004250849
527,526,2022,Brandon Goodwin,26,CLE,PG,18.4,0.4,1.8,2.4,5,0.4,1.6,0.4,2.2,2.6,4,0.8,0,1,2,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,NA,16.92,NA,0.000504161
528,527,2022,Hassan Whiteside,32,UTA,C,16.4,0,0,3.3,5.2,1.7,2.5,2.3,4.6,6.9,0.3,0.3,1.3,0.9,2.9,8.2,359,8.248154453,1.144124147,2.110878817,3.636381243,6.051214319,-0.013503305,-0.036450661,16.40268805,1.991603826,4.835527202,6.827131028,0.68079483,0.300306889,1.559547441,1.087385011,2.031200515,20.9,21.95225668,20.83,21.95408191,0.004371132
529,528,2022,Jrue Holiday,31,MIL,PG,33.2,1.8,4.8,5.6,10.1,1.7,2.4,0.9,3.7,4.6,6.7,1.6,0.6,2.8,1.8,18.4,260,16.14363408,1.510716524,1.890813847,4.480182165,8.142464452,1.831896683,4.785328902,29.24047068,1.079267291,3.001408208,4.080675499,5.819143427,1.383077103,0.558825886,2.171967907,1.783999538,40.6,36.43443628,37.77,33.42290088,0.513823509
530,529,2022,Tyrell Terry,21,MEM,PG,1.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,1,78,4.002426778,0.655889285,0.946457064,1.175617924,1.981902973,0.293237328,1.304035459,11.20637965,0.239752678,1.525458149,1.765210827,0.964918812,0.590045604,0.134976095,0.536531733,0.918421254,1.5,9.17894018,1,9.206591352,9.01E-06
531,530,2022,Xavier Tillman Sr.,23,MEM,PF,14.2,0.2,1,1.7,3.4,0.9,1.4,1.3,1.9,3.2,1.1,1.2,0.4,0.7,1.3,4.9,55,8.17282444,0.946597461,1.279084242,2.672866136,4.28832324,0.616270948,1.649554228,20.73552233,1.275984967,3.536951855,4.812936822,1.552337617,0.711465109,0.597581459,0.940575251,2.040101685,14.4,20.36965313,14.49,19.2634195,0.000306169
532,531,2022,Trent Forrest,23,UTA,PG,9,0,0.1,0.5,1.1,0.4,0.5,0.3,1.1,1.4,1,0.2,0,0.8,0.5,1.5,442,4.518362645,0.916347847,1.028769281,1.485605603,2.597640393,0.362169466,1.269888771,14.00257557,0.52591738,1.497580229,2.023497609,1.866454504,0.440458848,0.173876293,0.939193982,1.089889654,3.8,10.93149087,4.48,10.65005297,2.66E-05
